,time,bs
0,0.012115384452044964,0.0002812707582749982
1,0.020576922222971916,0.0005645585823388049
2,0.03461538627743721,0.0008497215519483311
3,0.036538463085889816,0.0011343761149820958
4,0.05000000074505806,0.0014179244734483292
5,0.051923077553510666,0.0017046010612332546
6,0.056410256773233414,0.001990146856766572
7,0.057692307978868484,0.002272908208701529
8,0.058974359184503555,0.0025582490448496555
9,0.06480769068002701,0.0028478768382348904
10,0.06538461893796921,0.003136674633316989
11,0.06596153974533081,0.0034240560297318264
12,0.06730769574642181,0.003707780818798529
13,0.06794872134923935,0.003995180395136147
14,0.07051282376050949,0.0045568009097771
15,0.07173077017068863,0.004842139145983626
16,0.07307692617177963,0.005716600912981392
17,0.07692307978868484,0.006002022129391923
18,0.08141025900840759,0.006296294224359883
19,0.0852564126253128,0.006587675292932752
20,0.08653846383094788,0.006877253332520981
21,0.0923076942563057,0.007158418908736836
22,0.09807692468166351,0.0074471576401892595
23,0.10000000149011612,0.007723432815511862
24,0.10442307591438293,0.00801016258604719
25,0.10576923191547394,0.008597290897703653
26,0.10961538553237915,0.008885733598966558
27,0.11211538314819336,0.009178541818815927
28,0.11346153914928436,0.009457641356815684
29,0.11538461595773697,0.009741466354612753
30,0.11730769276618958,0.010034089809305752
31,0.11794871836900711,0.010313178818226194
32,0.11865384876728058,0.010602390918774482
33,0.12179487198591232,0.010902085976612597
34,0.1230769231915474,0.011158856092181422
35,0.12435897439718246,0.01145135772145435
36,0.12509872019290924,0.011739543332632305
37,0.13141025602817535,0.012304423510040232
38,0.13461539149284363,0.012887763528036162
39,0.13653846085071564,0.013140320611468064
40,0.14230769872665405,0.013414391652758997
41,0.1487179547548294,0.013702419976982906
42,0.15064102411270142,0.01399113572661976
43,0.15256410837173462,0.014581209130447647
44,0.1551923006772995,0.015158616595794656
45,0.1596153825521469,0.015738970517695836
46,0.16153846681118011,0.01603274200220533
47,0.1647435873746872,0.016639987914054615
48,0.16602563858032227,0.01692712528640679
49,0.1685897409915924,0.01723478785808135
50,0.16923077404499054,0.01782008501755745
51,0.17115384340286255,0.01810448143488654
52,0.1846153885126114,0.018660528027651283
53,0.18782050907611847,0.018956691278878713
54,0.19865384697914124,0.019244561318171212
55,0.21153846383094788,0.01978331086223326
56,0.23397435247898102,0.02040345477424774
57,0.23653845489025116,0.02071789420263584
58,0.24166665971279144,0.021020199237359503
59,0.25,0.02129065404183427
60,0.259674608707428,0.021581587559407464
61,0.26019230484962463,0.02187758701786583
62,0.26025640964508057,0.022166818401914798
63,0.264102578163147,0.022450215821596266
64,0.26923078298568726,0.022701396540896403
65,0.26980769634246826,0.022996292892289077
66,0.2865384519100189,0.023256512121386814
67,0.29096153378486633,0.0235119202025772
68,0.2935897409915924,0.024466498387662808
69,0.2967948615550995,0.02476898326778508
70,0.2974359095096588,0.025073653814077647
71,0.3109615445137024,0.02537595305626765
72,0.3173076808452606,0.02567321543446242
73,0.32557693123817444,0.02632429049143593
74,0.33974358439445496,0.026633269507816443
75,0.34358975291252136,0.026952499127252377
76,0.3551281988620758,0.02725205307639461
77,0.360897421836853,0.02756721216690111
78,0.3641025722026825,0.02786483204439705
79,0.37592798471450806,0.02814595462712842
80,0.39038461446762085,0.028489651271574178
81,0.40120044350624084,0.029059847611710106
82,0.4057692289352417,0.029395433051426886
83,0.4076923131942749,0.02963585445197359
84,0.4205128252506256,0.029976560296010164
85,0.42307692766189575,0.030289461830404627
86,0.43205127120018005,0.030985010896592273
87,0.45769229531288147,0.03203238154488318
