,time,bs
88,0.4688042998313904,0.03233112254186645
89,0.4711538553237915,0.03261848069734137
90,0.4762820601463318,0.03294499791578931
91,0.4769230782985687,0.03324643029695455
92,0.48076921701431274,0.033915182359107114
93,0.4967948794364929,0.03535437688280684
94,0.49743589758872986,0.035660953986487096
95,0.5070512890815735,0.03593913737242692
96,0.5192307829856873,0.03612635312130021
97,0.5243589878082275,0.03639516329823946
98,0.5249999761581421,0.03672370604915879
99,0.5398076772689819,0.03704997108226521
100,0.5474358797073364,0.037353782413559425
101,0.5538461804389954,0.03764960221382817
102,0.5730769038200378,0.03792434490347132
103,0.5794872045516968,0.038289376744544246
104,0.5871794819831848,0.03862909237765006
105,0.5884615182876587,0.038904622707199354
106,0.5961538553237915,0.03912893239923037
107,0.6006410121917725,0.03945673333376237
108,0.6051282286643982,0.03979229894431115
109,0.6102564334869385,0.04012156637778562
110,0.6192307472229004,0.040385097017481844
111,0.6333333253860474,0.04071095077851689
112,0.6346153616905212,0.04139279435388266
113,0.6359615325927734,0.04166716949299412
114,0.6378205418586731,0.042027420918856716
115,0.6538461446762085,0.042305839297629856
116,0.6551923155784607,0.042618598072191656
117,0.6679487228393555,0.04292819891984651
118,0.675000011920929,0.04319960821517853
119,0.6903846263885498,0.0435306971335514
120,0.6961538195610046,0.043865994559101645
121,0.6987179517745972,0.044232055403491774
122,0.7083333134651184,0.04531671850100517
123,0.7153846025466919,0.04548880633629906
124,0.7230769395828247,0.0458918621038255
125,0.7467948794364929,0.046283534214749254
126,0.75,0.046656144450738006
127,0.7589743733406067,0.04736123769266318
128,0.7615384459495544,0.047648155878600953
129,0.7621794939041138,0.04802625928081718
130,0.7692307829856873,0.048686735574921494
131,0.7832692265510559,0.04893260625501787
132,0.8057692050933838,0.0495055822031804
133,0.8109615445137024,0.049686776324554184
134,0.817307710647583,0.049950741972369664
135,0.8416666388511658,0.051082235344318765
136,0.8486538529396057,0.051781035561855954
137,0.8538461327552795,0.052141087868391826
138,0.8634615540504456,0.052537071928045735
139,0.9044230580329895,0.05291477830215622
140,0.9051281809806824,0.05316326487549102
141,0.9166666865348816,0.053852152893400056
142,0.9461538195610046,0.05396493038972376
143,0.9474999904632568,0.054301536183807474
144,0.9519230723381042,0.05488055354593008
145,0.9564102292060852,0.05524459683896805
146,0.9935897588729858,0.055445929646125346
147,1.0173076391220093,0.05609135321544848
148,1.0512820482254028,0.056538898196962124
149,1.0820512771606445,0.05694033551154283
150,1.0865384340286255,0.05734102230363442
151,1.115384578704834,0.05741366561524053
152,1.1288461685180664,0.057432777069072655
153,1.1423076391220093,0.05768968582257731
154,1.1429487466812134,0.058027689883216466
155,1.1455128192901611,0.05847384987004448
156,1.1628204584121704,0.05951918420381366
157,1.1679487228393555,0.05990266578009525
158,1.173076868057251,0.06033908358157983
159,1.1769230365753174,0.0607342189252757
160,1.181410312652588,0.06104629511551688
161,1.2102564573287964,0.06228596207439893
162,1.2307692766189575,0.06287633817001068
163,1.2487179040908813,0.06467347114460019
164,1.25,0.06470675506445304
165,1.2583333253860474,0.06524064616153882
166,1.2602564096450806,0.06558229562342835
167,1.3134615421295166,0.0665957386522915
168,1.326923131942749,0.06723288659726397
169,1.3359615802764893,0.06761892265292518
170,1.3461538553237915,0.0675910464100404
171,1.356410264968872,0.06812918635258086
172,1.384615421295166,0.06857485175530859
173,1.3899857997894287,0.06898992563866559
174,1.4121794700622559,0.06965998155642854
175,1.4217948913574219,0.07025157394455514
176,1.5012820959091187,0.07211293921788145
177,1.5192307233810425,0.07234538179277798
178,1.5256410837173462,0.07284401665832958
179,1.536566138267517,0.07305627489789061
180,1.557692289352417,0.07336493315109835
181,1.5615384578704834,0.07361074275307189
182,1.6340384483337402,0.0739767375095162
183,1.6538461446762085,0.07470249971157931
184,1.6551282405853271,0.07509584147845028
185,1.7621794939041138,0.0755651866394049
186,1.8038461208343506,0.07618796396480661
187,1.9038461446762085,0.0777139467678412
188,2.086538553237915,0.07931808722397182
189,2.203205108642578,0.08249811014259094
190,2.2160255908966064,0.08341651342677857
191,2.384615421295166,0.08456888435105066
192,2.414743661880493,0.08590338613223059
193,2.510897397994995,0.08775138473770758
194,2.854487180709839,0.08706982858643922
195,2.880429744720459,0.08896323684716875
196,3.557692289352417,0.08607793038060628
197,4.656346321105957,0.10869692062804398
